Hour,Temperature,Load
15,68.4,1113687
16,66.52,1127888
17,64.24,1164236
18,60.72,1252839
19,57.92,1368439
20,55.72,1340608
21,53.76,1332111
22,51.56,1331971
23,50.52,1294063
24,50.36,1220083
01,48.16,1137138
02,47,1103130
03,46.16,1108416
04,45.2,1139859
05,43.68,1206302
06,42.72,1322775
07,42.08,1492602
08,41.8,1718886
09,44.16,1843819
10,46.48,1801578
11,50.2,1679714
12,53.16,1538829
13,55.32,1395039
14,57,1270310
15,57.84,1175980
16,56.96,1132967
17,54.92,1147136
18,52,1267855
19,50.08,1467714
20,48.32,1543982
21,47.08,1589888
22,46.2,1585944
23,45.6,1524786
24,45.92,1429784
01,45.4,1365406
02,45.12,1349947
03,44.24,1369762
04,43.8,1417783
05,42.84,1493874
06,42.72,1618566
07,42.52,1778195
08,42.44,1922125
09,47.52,1967874
10,53.28,1810992
11,58.4,1604667
12,62,1413129
13,64.04,1257022
14,65.56,1150969
15,66.12,1084481
16,65.84,1059226
17,63.8,1085304
18,58.48,1225730
19,54.12,1453539
20,51.48,1501899
21,50.2,1521017
22,48.64,1514503
23,47.72,1464671
24,47.24,1395126
01,46.2,1348013
02,44.6,1351598
03,43.72,1381467
04,42.72,1427800
05,43.08,1496897
06,42.44,1598957
07,41.84,1731366
08,43.64,1872563
09,50.56,1906195
10,57.92,1745146
11,63,1530740
12,65.64,1341126
13,67.52,1204346
14,68.2,1113974
15,68.56,1057439
16,68.2,1037286
17,65.88,1058444
18,60,1167954
19,55.84,1369421
20,53.08,1401293
21,52.16,1406021
22,50.84,1386018
23,49.8,1335476
24,48.88,1267659
01,48.08,1220180
02,46.32,1219221
03,46.4,1247035
04,45.6,1287859
05,45.6,1344843
06,45.16,1430150
07,45.36,1547508
08,45.84,1707083
09,53.64,1774381
10,59.72,1621691
11,65.24,1411703
12,67.72,1252209
13,68.96,1174167
14,68.96,1117673
15,69.48,1075121
16,69.08,1059412
17,67.6,1100076
18,65.24,1206726
19,63.52,1359174
20,62.08,1344074
21,61.48,1296000
22,60.24,1211064
23,59.48,1094564
24,58.32,978104
01,57.6,895115
02,56.36,870349
03,55.68,877839
04,54.44,904421
05,54.16,967201
06,53.96,1103468
07,53.52,1279784
08,54.24,1372818
09,58.84,1375408
10,64.04,1299441
11,69.4,1200207
12,71.24,1129089
13,72.52,1088587
14,73.04,1055137
15,72.84,1030734
16,72.08,1027200
17,70.96,1049974
18,67.12,1176572
19,64.68,1367562
20,63.08,1357282
21,61.84,1292265
22,61.16,1202977
23,61.08,1080547
24,61.56,950479
01,60.56,849735
02,59.72,811901
03,59.36,806490
04,59.16,818329
05,58.56,854322
06,58.16,952900
07,58.12,1095057
08,58.64,1168124
09,62.88,1176343
10,65.68,1178028
11,67.84,1165670
12,69.6,1138170
13,71.04,1103685
14,71.32,1069193
15,71.44,1047046
16,70.72,1042950
17,69.08,1078035
18,66,1212709
19,63.28,1387191
20,62.28,1378192
21,61.16,1328918
22,60.16,1241458
23,59.2,1118855
24,59.16,977458
01,58.2,873170
02,58.08,821565
03,57.72,802832
04,57.08,803935
05,56.2,837719
06,55.48,930666
07,54.68,1069966
08,54.92,1155441
09,58.56,1196563
10,62.68,1201765
11,67.04,1177726
12,69.32,1155248
13,70.88,1136930
14,71.92,1119957
15,72.76,1110864
16,71.36,1112149
17,69.56,1134095
18,65.72,1230450
19,62.04,1377629
20,60.28,1322067
21,58.68,1230305
22,57.68,1157282
23,56.84,1083891
24,55.64,1020763
01,54.72,961488
02,53.72,921569
03,52.84,884362
04,52.76,872717
05,52.44,888036
06,52.16,931028
07,51.56,994888
08,52.04,1076202
09,55.64,1172317
10,60.4,1210852
11,66.56,1208047
12,69.64,1184212
13,71.4,1157937
14,72.08,1137257
15,72.56,1115765
16,72.32,1105025
17,70.68,1106242
18,65.84,1156181
19,61.92,1295725
20,59.68,1270336
21,58.4,1214144
22,56.84,1131033
23,55.96,1037734
24,55.6,929307
01,54.68,850706
02,54.12,809352
03,53.64,799820
04,52.72,821654
05,51.88,863767
06,51.8,959661
07,51.6,1097463
08,52.64,1199831
09,58.04,1241186
10,63.52,1217961
11,69.44,1161321
12,72.56,1117480
13,74.28,1094197
14,75.12,1081546
15,74.8,1075853
16,74.08,1069124
17,72.36,1076093
18,69,1152378
19,66,1285573
20,64.32,1249525
21,63.6,1178127
22,62.08,1101404
23,61.4,1007552
24,60.48,894581
01,58.56,799736
02,57.96,743547
03,57.6,716522
04,56.56,712603
05,56.44,729347
06,56,773055
07,55.2,852162
08,54.88,952831
09,60.28,1058943
10,66.32,1105904
11,71.52,1116913
12,73.88,1122556
13,75.32,1130960
14,76.32,1134935
15,76.16,1133973
16,75.48,1130732
17,73.68,1137759
18,69.92,1183754
19,67.12,1298877
20,64.8,1251259
21,64.4,1176889
22,63.6,1090008
23,63.28,992842
24,62.76,885362
01,62.32,781297
02,61.76,721137
03,61.32,689694
04,60.88,680181
05,60.64,684555
06,60.24,715754
07,59.48,778384
08,60.04,868282
09,64.24,996282
10,68.92,1070484
11,73.2,1096864
12,75.68,1124763
13,76.64,1168885
14,77.48,1194832
15,77.52,1198569
16,76.36,1196496
17,74.64,1207929
18,71.92,1266922
19,69.28,1397687
20,67.76,1353648
21,67,1260266
22,65.8,1140356
23,65.04,1007454
24,65.4,864756
01,64.72,758358
02,64.12,695126
03,63.52,664740
04,62.84,657137
05,62.52,681680
06,62.36,776585
07,61.6,939343
08,61.88,995203
09,65.28,998962
10,69.2,1031452
11,73.76,1071739
12,76.2,1108490
13,77.32,1142551
14,78.16,1170035
15,78,1181180
16,77.44,1194059
17,75.96,1206722
18,72.4,1259267
19,68.96,1413031
20,67.44,1395824
21,66.08,1293204
22,64.6,1163896
23,63.4,1007362
24,63.04,866159
01,61.56,752917
02,60.36,698862
03,59.44,680279
04,59.68,680332
05,59.28,708266
06,58.08,826753
07,57.28,1030182
08,56.96,1094365
09,59.56,1069064
10,61.48,1069745
11,64,1084646
12,63.88,1101947
13,63.88,1110394
14,63.84,1102215
15,63.68,1090341
16,62.76,1100478
17,61.12,1169787
18,59.72,1338750
19,57.12,1538936
20,55.92,1566356
21,54.88,1537578
22,53.56,1458436
23,51.68,1340594
24,50.92,1224937
01,49.2,1167339
02,47.92,1176290
03,46.44,1214776
04,45,1282519
05,43.36,1400630
06,42.08,1643443
07,40.48,1992973
08,40.24,2111211
09,42.16,2035734
10,45.52,1903473
11,48.48,1760178
12,51,1611598
13,53,1481703
14,54.16,1361622
15,55.08,1278184
16,54.84,1266426
17,53.32,1358302
18,50.28,1608255
19,46.76,1930669
20,44.32,2034109
21,42.68,2070074
22,41.8,2036637
23,41.68,1938296
24,41.44,1823821
01,40.08,1773098
02,40.28,1780717
03,39.8,1806872
04,39.6,1849870
05,39.28,1931992
06,39.68,2108412
07,39.52,2354058
08,41.32,2347980
09,46.24,2142815
10,52,1862867
11,57.6,1599845
12,61.24,1382418
13,63.72,1230131
14,65,1125778
15,65.24,1070992
16,64.84,1062324
17,63.48,1113233
18,60.04,1256742
19,56.8,1479758
20,55.08,1521883
21,53.8,1500398
22,53.16,1422623
23,52.36,1304430
24,51.64,1177126
01,51.48,1101265
02,50.8,1081044
03,50.52,1085113
04,49.92,1110846
05,49.52,1171692
06,49.88,1333763
07,49.84,1561323
08,50.68,1592217
09,53.56,1493286
10,57.44,1376802
11,62.08,1261942
12,64.96,1162441
13,67,1101336
14,67.72,1063695
15,67.2,1045228
16,65.96,1066363
17,63.92,1130885
18,61.76,1253816
19,60.2,1358087
20,58.68,1334150
21,57.6,1287377
22,56.8,1230023
23,56.32,1150853
24,55.48,1058836
01,53.4,989677
02,52.48,970328
03,51.04,982969
04,49.48,1025753
05,48.52,1090381
06,47.68,1197021
07,46.68,1348535
08,45.92,1542494
09,45.96,1730427
10,45.8,1856516
11,47.68,1913674
12,47.92,1918710
13,48.2,1906803
14,48.4,1886598
15,48.16,1886245
16,47.76,1917617
17,47.16,1989265
18,46.56,2098763
19,44.6,2215746
20,43.28,2203995
21,41.8,2181856
22,40.72,2148928
23,40.64,2082517
24,40.36,2014835
01,37.88,1972331
02,37.32,1981855
03,37.2,2010016
04,36.8,2056772
05,36.8,2118120
06,36.76,2197557
07,36.04,2322633
08,36.24,2414256
09,40.44,2483033
10,46.04,2381879
11,50.28,2118458
12,52.88,1835347
13,54.92,1632487
14,56.6,1471187
15,57.48,1352765
16,56.68,1296912
17,55.68,1335005
18,52.24,1484463
19,48.12,1757770
20,45.96,1854005
21,44.68,1908845
22,43.08,1880249
23,42.08,1786788
24,41.08,1694620
01,39.56,1669374
02,38.88,1706392
03,38.52,1762586
04,38.12,1835464
05,37.92,1942916
06,37.52,2161355
07,37.16,2451199
08,37.56,2405078
09,43.6,2312502
10,50.56,1992804
11,57.12,1675090
12,61.04,1426013
13,63.4,1258235
14,64.8,1151832
15,65.2,1093758
16,64.64,1080479
17,62.8,1141231
18,59.08,1317368
19,52.8,1594047
20,49.92,1683472
21,48.08,1703236
22,47,1678842
23,46.04,1593495
24,44.72,1496535
01,43.44,1462418
02,41.84,1502490
03,41,1570673
04,40.28,1657142
05,40.04,1780466
06,39.88,2017372
07,39.48,2336945
08,40.28,2399069
09,46.04,2200382
10,51.84,1872740
11,57.88,1573594
12,61.28,1371399
13,63.4,1241274
14,64.68,1146759
15,65.2,1079478
16,65.08,1067757
17,63.56,1119215
18,59.12,1293836
19,55,1562605
20,52.16,1644301
21,49.84,1653604
22,48.28,1613207
23,47.2,1516667
24,46,1421114
01,44.56,1390070
02,43.92,1419852
03,43.56,1467126
04,42.88,1525174
05,42.92,1612206
06,42.44,1803880
07,42,2057761
08,42.32,2090853
09,47.52,1929202
10,53.04,1669351
11,58.68,1431235
12,62.6,1254852
13,64.64,1134344
14,66.36,1060073
15,66.6,1021460
16,66.12,1032583
17,64.2,1088071
18,59.88,1232262
19,55.36,1473805
20,53.44,1536219
21,52.84,1542317
22,51.8,1499970
23,51,1399560
24,50.72,1275118
01,50,1205636
02,50.48,1192349
03,49.96,1204359
04,50.12,1237517
05,50.08,1302488
06,49.92,1472379
07,49.8,1718007
08,50.36,1748383
09,54.72,1589114
10,59.04,1377592
11,63.64,1217667
12,65.92,1126470
13,67.64,1067404
14,68.92,1023859
15,68.84,1002651
16,67.96,1006088
17,66.36,1048675
18,63,1181248
19,59,1398147
20,56.44,1455884
21,55.32,1444346
22,53.16,1383335
23,52.52,1289420
24,51.64,1183798
01,49.56,1120983
02,48.04,1111442
03,47.2,1140959
04,46.16,1198532
05,44.68,1305748
06,43.08,1534809
07,41.6,1866507
08,41.4,1987649
09,47,1872727
10,51.12,1644751
11,57.28,1442471
12,61.24,1274467
13,63.68,1158608
14,64.64,1082877
15,65.96,1034139
16,65.52,1023311
17,64,1060631
18,60.2,1179502
19,55.04,1400240
20,52.84,1457126
21,52.08,1469110
22,51.28,1460059
23,50.12,1422022
24,49.68,1345434
01,48.52,1291273
02,47.84,1276450
03,47.92,1281892
04,47.72,1307184
05,47.24,1347439
06,47.04,1431123
07,46.76,1551916
08,48.16,1695060
09,53.4,1745928
10,58.56,1656772
11,63.48,1499578
12,66.68,1337366
13,68.2,1221841
14,69.4,1131865
15,70.2,1076961
16,70.44,1059382
17,69.4,1069181
18,66.4,1124052
19,63.4,1261501
20,62.28,1262629
21,61.32,1214543
22,61.44,1158316
23,62.12,1084637
24,62.2,998794
01,61.12,910269
02,61.6,865662
03,61.4,836349
04,61.96,821038
05,62.2,816375
06,62.16,843923
07,61.84,905079
08,61.4,1011634
09,61.96,1174110
10,62.56,1266086
11,63.08,1250530
12,64.2,1200053
13,66.44,1155300
14,68.16,1107472
15,69.64,1072593
16,70.36,1057268
17,69.56,1071607
18,66.6,1111219
19,63.64,1256360
20,62.64,1246723
21,62.16,1185621
22,61.08,1094047
23,60.72,991448
24,59.96,873088
01,59.44,785849
02,59,747893
03,59.36,740291
04,59.12,746090
05,59.32,778351
06,59.04,867227
07,58.8,1002854
08,59,1101870
09,60.24,1175245
10,61.28,1229106
11,63.16,1235986
12,64.32,1226601
13,65.04,1194388
14,64.36,1184247
15,63.16,1163510
16,62.72,1148539
17,61.76,1183046
18,59.6,1297662
19,57,1485626
20,55.68,1525555
21,54.56,1475520
22,53.52,1404445
23,52.28,1309063
24,51.6,1198118
01,48.52,1139681
02,47.12,1154477
03,45.28,1207902
04,43.84,1291328
05,42,1431451
06,40.8,1699836
07,39.72,2064702
08,39.52,2200470
09,41.76,2091308
10,44.72,1884212
11,49.16,1664408
12,53.04,1468010
13,55.52,1321136
14,57.12,1209409
15,58.4,1139242
16,58.72,1132070
17,57.96,1197574
18,53.88,1390129
19,49.68,1716332
20,47.2,1850597
21,45.76,1883077
22,44.68,1863334
23,43.64,1769263
24,42.68,1661091
01,41.36,1633726
02,40.28,1669355
03,39.72,1727848
04,39.4,1802364
05,38.96,1908205
06,39.24,2122543
07,38.68,2413597
08,39.48,2456054
09,45.84,2231947
10,51.76,1894954
11,56.84,1607230
12,60.16,1380523
13,62.36,1216862
14,63.36,1110624
15,64,1062260
16,63.84,1057926
17,62.32,1117240
18,58.44,1270121
19,53.48,1544513
20,50.64,1644803
21,48.08,1659776
22,46.24,1664570
23,44.56,1588414
24,43.8,1498447
01,42.76,1472105
02,41.88,1506538
03,41.12,1563081
04,40.32,1638369
05,40.08,1753581
06,39.4,1987338
07,38.76,2296508
08,39.2,2359975
09,45.96,2164713
10,51.96,1830692
11,57.44,1555009
12,60.8,1354985
13,63.24,1221622
14,64.56,1129065
15,65.36,1070592
16,65,1066317
17,63.52,1123983
18,59.32,1280909
19,54.16,1566577
20,50.6,1691878
21,48.76,1729904
22,47.84,1703687
23,46.72,1616589
24,45.56,1515466
01,44.16,1475697
02,43.36,1496944
03,42.44,1530213
04,42.08,1581146
05,41.88,1685406
06,41.52,1895992
07,40.72,2204527
08,41.16,2273592
09,46.56,2091076
10,51.44,1805905
11,56.12,1573464
12,59.12,1392093
13,61.2,1257383
14,62.24,1154731
15,62.92,1093189
16,62.8,1077081
17,61.44,1122290
18,57.4,1269383
19,50.88,1532368
20,47.44,1648914
21,44.8,1717506
22,42.44,1754421
23,41.36,1749014
24,41.12,1703929
01,40.08,1689406
02,39.12,1717607
03,38.4,1765949
04,38.08,1835017
05,37.4,1920536
06,36.76,2038813
07,36.72,2195041
08,38.32,2369814
09,45.6,2354325
10,52.44,2033832
11,58.8,1682032
12,62.68,1429916
13,64.6,1257971
14,65.76,1143704
15,66.48,1073881
16,66.64,1045455
17,65.88,1055488
18,62.56,1124060
19,58.72,1292907
20,56.28,1323988
21,55.2,1296335
22,53.32,1265547
23,51.76,1219850
24,50.96,1159100
01,50.56,1111007
02,48.96,1102669
03,48.36,1122205
04,47.48,1160566
05,46.84,1214583
06,46.56,1296853
07,46.28,1426105
08,47.68,1611721
09,53.44,1677885
10,59.92,1533350
11,66.08,1334480
12,69.72,1193336
13,71.92,1121191
14,73.24,1079128
15,74.04,1050811
16,74.12,1048996
17,71.96,1073020
18,69.04,1134919
19,65.6,1289772
20,64.28,1317819
21,63.12,1251609
22,62.2,1151947
23,62.64,1013957
24,62.76,880346
01,62.52,783002
02,62.52,742487
03,62.48,730238
04,61.88,735172
05,61.32,777713
06,61.12,914366
07,61.4,1138657
08,62.36,1186090
09,65.2,1115611
10,69.44,1066601
11,73.68,1055614
12,75.16,1057063
13,76.12,1065280
14,76.8,1064891
15,76.76,1064153
16,76.24,1083022
17,75,1126374
18,73.84,1218522
19,72.08,1380452
20,70.56,1395255
21,68.92,1309449
22,68.4,1191369
23,67.88,1035046
24,67.04,886076
01,65.56,768786
02,64.48,714141
03,63.64,684241
04,62.92,679247
05,62.52,704755
06,62.32,818347
07,62.24,1030609
08,62.32,1095836
09,62.68,1068021
10,64.44,1066602
11,67.04,1070024
12,68.6,1056782
13,69.92,1041922
14,70.68,1022789
15,70.96,1009583
16,70.44,1014078
17,68.48,1049225
18,64.48,1138167
19,59.96,1340857
20,57.56,1411490
21,54.96,1379994
22,53.08,1330593
23,51.72,1232852
24,50.56,1136760
01,48.56,1086457
02,47.32,1101455
03,45.88,1150688
04,44.08,1233946
05,42.2,1365079
06,40.8,1630962
07,39.52,2007156
08,38.92,2147436
09,39.84,2044577
10,43.24,1889625
11,47.16,1721064
12,50.6,1546588
13,54.04,1408111
14,56.64,1285863
15,58.36,1200195
16,58.6,1180619
17,58.28,1240151
18,54.92,1430494
19,48.64,1768225
20,45.56,1941414
21,43.8,2018318
22,42.08,2046520
23,40.44,1976150
24,39.56,1903339
01,37.76,1898956
02,35.84,1958981
03,35.44,2047238
04,34.2,2146313
05,33.44,2286239
06,33.52,2532877
07,32.64,2712908
08,33.84,2758466
09,40.4,2531736
10,48.08,2259187
11,53,1892731
12,56.8,1588231
13,59.68,1369062
14,61.64,1214532
15,61.84,1121532
16,61.64,1099014
17,60.92,1155040
18,58.36,1315348
19,54.44,1562486
20,51.56,1666867
21,50.16,1683305
22,49.32,1630801
23,47.84,1523127
24,47.4,1399109
01,47.32,1332509
02,47.16,1319430
03,47.24,1336172
04,47.2,1360685
05,46.84,1415834
06,46.6,1592824
07,46.32,1851716
08,46.32,1889146
09,50.44,1752336
10,55.32,1554941
11,59.16,1410938
12,61.68,1284480
13,62.68,1203322
14,62.68,1156728
15,62.64,1133306
16,62.24,1145772
17,61.48,1200179
18,59.92,1314271
19,57.76,1463053
20,56.48,1476623
21,55.52,1442888
22,54.52,1387754
23,53.8,1298810
24,53.2,1194057
01,52.84,1106840
02,52.68,1066246
03,52.28,1058622
04,51.84,1071730
05,51.72,1105522
06,51.4,1179057
07,50.96,1292292
08,51.08,1446708
09,52.12,1565657
10,54.04,1601054
11,56.4,1550008
12,58,1443199
13,58.96,1374848
14,59.28,1343105
15,58.76,1333714
16,57.84,1367334
17,57,1431053
18,56.48,1536725
19,55.12,1656116
20,54.68,1653136
21,54.32,1607747
22,54.6,1532179
23,55,1427269
24,55.52,1298781
01,55.4,1194736
02,55.76,1136055
03,56.24,1099860
04,56.32,1080025
05,56.56,1080436
06,56.8,1109320
07,56.92,1179465
08,56.96,1314446
09,57.52,1441139
10,59,1482800
11,60.6,1459401
12,62.12,1409425
13,62.96,1365805
14,63.52,1311062
15,64.12,1273977
16,63.92,1268063
17,63.2,1290731
18,61.96,1337852
19,60.04,1417220
20,58.52,1410438
21,57.8,1378439
22,57.44,1306349
23,56.76,1204772
24,56.88,1085930
01,56.08,970336
02,55.52,919495
03,55.2,909706
04,54.8,920008
05,54.64,968716
06,54.4,1117556
07,54.2,1353715
08,54.24,1405465
09,54.76,1358733
10,56.08,1326846
11,57.36,1299903
12,58.92,1254929
13,61.36,1211081
14,62.96,1161744
15,64.04,1134045
16,64.6,1139745
17,64.2,1187816
18,61.96,1296463
19,59.12,1486424
20,57.56,1531398
21,56.28,1467723
22,55.36,1363430
23,54.88,1208677
24,54.48,1062259
01,53.72,964918
02,53.32,934997
03,53.12,930794
04,52.84,944082
05,52.96,991075
06,52.84,1138490
07,52.52,1376104
08,52.8,1431242
09,53.4,1368648
10,55.52,1317775
11,58.4,1269421
12,60.4,1200968
13,62.56,1122999
14,64.64,1058112
15,65.28,1018364
16,65.28,1019411
17,64.84,1070067
18,62.72,1171022
19,59.28,1362375
20,57.16,1428620
21,55.48,1383161
22,54.4,1317514
23,53.4,1191550
24,53.24,1066870
01,51.52,993353
02,50.96,979990
03,50.52,992150
04,50.56,1026533
05,50.12,1093383
06,49.92,1267512
07,49.72,1531576
08,49.8,1586766
09,52.76,1478837
10,57.28,1354737
11,61.44,1219748
12,64.48,1114046
13,67.04,1057427
14,68.32,1021374
15,68.76,1003499
16,68.52,1016554
17,67.44,1064354
18,65.2,1164672
19,62.24,1342685
20,61.16,1392751
21,60.04,1352669
22,59.4,1258067
23,58.84,1124407
24,57.96,980523
01,57.84,888930
02,57.8,856951
03,57.68,851080
04,57.64,864328
05,57.32,916528
06,57.36,1067261
07,57.32,1300968
08,59.32,1333289
09,63.96,1212308
10,69.4,1112101
11,71.96,1064767
12,74.44,1049254
13,76.32,1048593
14,76.88,1055020
15,77.36,1063196
16,77.2,1087070
17,76.52,1124067
18,73.92,1178440
19,71.28,1317851
20,69.92,1380947
21,69.2,1308920
22,68.96,1201125
23,68.52,1057988
24,67.6,896104
01,66.84,778830
02,66.32,722049
03,65.8,692526
04,66,685211
05,65.92,710152
06,65.68,819428
07,65.64,1021491
08,65.88,1075630
09,67.92,1051347
10,71.48,1068393
11,74.08,1099834
12,76.32,1121221
13,77.96,1139268
14,78.76,1164092
15,78.96,1179156
16,78.6,1203058
17,77.84,1231508
18,75.64,1259457
19,73,1342233
20,71.56,1347179
21,70.2,1275529
22,69.88,1191320
23,69.2,1094889
24,68.36,971989
01,66.08,857653
02,64.44,779478
03,63.32,733148
04,61.64,717360
05,60.4,723817
06,58.56,765539
07,57.6,857811
08,56.48,990020
09,56.24,1139793
10,57.8,1219948
11,59.16,1231312
12,60.32,1203615
13,62.08,1158926
14,62.64,1110187
15,62.88,1074257
16,62.48,1073282
17,60.44,1107606
18,58,1206642
19,54.64,1401983
20,52.44,1487633
21,50.84,1498855
22,49.56,1490894
23,48.2,1465163
24,46.68,1408305
01,45,1365492
02,43.76,1376428
03,42.24,1421998
04,40.68,1491181
05,39.44,1586373
06,38.12,1723637
07,36.96,1911663
08,36.64,2061641
09,38.36,2203976
10,42.24,2130520
11,45.88,2030461
12,48.72,1816926
13,51.52,1645908
14,53.6,1513631
15,54.64,1430128
16,54.84,1426775
17,54.44,1479360
18,53.32,1591650
19,51.76,1807211
20,51,1892779
21,50.88,1869234
22,50.72,1779183
23,50.4,1633498
24,50.04,1486569
01,49.48,1401948
02,48.56,1397329
03,48.28,1415727
04,48,1445646
05,48.08,1516930
06,47.48,1694409
07,46.72,1956350
08,47.4,1983500
09,51.64,1812081
10,56.84,1579502
